260,2
261,1
262,2
262,4
262,3
263,2
263,4
263,3
264,1
265,3
265,4
266,1
267,2
267,3
268,1
269,2
269,4
270,2
270,4
271,1
272,1
273,1
274,2
275,2
275,4
276,2
277,1
278,2
278,4
279,1
280,2
280,4
280,3
281,2
282,1
283,4
